0.498	0.5	0	0	0.02	10
0.491779	0.550033	0	0	0.02	10
0.473509	0.596971	0	0	0.02	10
0.444336	0.637916	0	0	0.02	10
0.406094	0.670345	0	0	0.02	10
0.361185	0.692269	0	0	0.02	10
0.312433	0.702361	0	0	0.02	10
0.262899	0.700037	0	0	0.02	10
0.215696	0.685492	0	0	0.02	10
0.17379	0.65969	0	0	0.02	10
0.139815	0.624301	0	0	0.02	10
0.115904	0.581601	0	0	0.02	10
0.103561	0.53432	0	0	0.02	10
0.103561	0.48548	0	0	0.02	10
0.115904	0.438199	0	0	0.02	10
0.139815	0.395499	0	0	0.02	10
0.17379	0.36011	0	0	0.02	10
0.215696	0.334308	0	0	0.02	10
0.262898	0.319763	0	0	0.02	10
0.312433	0.317439	0	0	0.02	10
0.361185	0.327531	0	0	0.02	10
0.406094	0.349455	0	0	0.02	10
0.444336	0.381884	0	0	0.02	10
0.473509	0.422829	0	0	0.02	10
0.491779	0.469767	0	0	0.02	10
0.498	0.5198	0	0	0.02	10
0.491779	0.569833	0	0	0.02	10
0.473509	0.616771	0	0	0.02	10
0.444336	0.657716	0	0	0.02	10
0.406094	0.690145	0	0	0.02	10
0.361185	0.712069	0	0	0.02	10
0.312433	0.722161	0	0	0.02	10
0.262899	0.719837	0	0	0.02	10
0.215696	0.705292	0	0	0.02	10
0.17379	0.67949	0	0	0.02	10
0.139815	0.644102	0	0	0.02	10
0.115904	0.601401	0	0	0.02	10
0.103561	0.55412	0	0	0.02	10
0.103561	0.50528	0	0	0.02	10
0.115904	0.457999	0	0	0.02	10
0.139815	0.415299	0	0	0.02	10
0.17379	0.37991	0	0	0.02	10
0.215696	0.354108	0	0	0.02	10
0.262898	0.339563	0	0	0.02	10
0.312432	0.337239	0	0	0.02	10
0.361185	0.347331	0	0	0.02	10
0.406094	0.369255	0	0	0.02	10
0.444336	0.401684	0	0	0.02	10
0.473509	0.442629	0	0	0.02	10
0.491779	0.489567	0	0	0.02	10
0.498	0.5396	0	0	0.02	10
