0	1
0	0

0	0
0.6	0

0.6	0
0.6	1

0.7	1
0.7	-0.1

-8	-24
8	-24

0.7	1
0.699901	1.00314
0.699606	1.00627
0.699114	1.00937
0.698429	1.01243
0.697553	1.01545
0.696489	1.01841
0.695241	1.02129
0.693815	1.02409
0.692216	1.02679
0.690451	1.02939
0.688526	1.03187
0.686448	1.03423
0.684227	1.03645
0.681871	1.03853
0.679389	1.04045
0.676791	1.04222
0.674088	1.04382
0.671289	1.04524
0.668406	1.04649
0.665451	1.04755
0.662434	1.04843
0.659369	1.04911
0.656267	1.04961
0.65314	1.0499
0.65	1.05
0.64686	1.0499
0.643733	1.04961
0.640631	1.04911
0.637566	1.04843
0.634549	1.04755
0.631594	1.04649
0.628711	1.04524
0.625912	1.04382
0.623209	1.04222
0.620611	1.04045
0.618129	1.03853
0.615773	1.03645
0.613552	1.03423
0.611474	1.03187
0.609549	1.02939
0.607784	1.02679
0.606185	1.02409
0.604759	1.02129
0.603511	1.01841
0.602447	1.01545
0.601571	1.01243
0.600886	1.00937
0.600394	1.00627
0.600099	1.00314
0.6	1
0.600099	0.99686
0.600394	0.993733
0.600886	0.990631
0.601571	0.987566
0.602447	0.984549
0.603511	0.981594
0.604759	0.978711
0.606185	0.975912
0.607784	0.973209
0.609549	0.970611
0.611474	0.968129
0.613552	0.965773
0.615773	0.963552
0.618129	0.961474
0.620611	0.959549
0.623209	0.957784
0.625912	0.956185
0.628711	0.954759
0.631594	0.953511
0.634549	0.952447
0.637566	0.951571
0.640631	0.950886
0.643733	0.950394
0.64686	0.950099
0.65	0.95
0.65314	0.950099
0.656267	0.950394
0.659369	0.950886
0.662434	0.951571
0.665451	0.952447
0.668406	0.953511
0.671289	0.954759
0.674088	0.956185
0.676791	0.957784
0.679389	0.959549
0.681871	0.961474
0.684227	0.963552
0.686448	0.965773
0.688526	0.968129
0.690451	0.970611
0.692216	0.973209
0.693815	0.975912
0.695241	0.978711
0.696489	0.981594
0.697553	0.984549
0.698429	0.987566
0.699114	0.990631
0.699606	0.993733
0.699901	0.99686

0	1
-9.86636e-05	1.00314
-0.000394265	1.00627
-0.000885637	1.00937
-0.00157084	1.01243
-0.00244717	1.01545
-0.00351118	1.01841
-0.00475865	1.02129
-0.00618467	1.02409
-0.0077836	1.02679
-0.00954915	1.02939
-0.0114743	1.03187
-0.0135516	1.03423
-0.0157726	1.03645
-0.0181288	1.03853
-0.0206107	1.04045
-0.0232087	1.04222
-0.0259123	1.04382
-0.028711	1.04524
-0.0315938	1.04649
-0.0345492	1.04755
-0.0375655	1.04843
-0.0406309	1.04911
-0.0437333	1.04961
-0.0468605	1.0499
-0.05	1.05
-0.0531395	1.0499
-0.0562667	1.04961
-0.0593691	1.04911
-0.0624345	1.04843
-0.0654509	1.04755
-0.0684062	1.04649
-0.071289	1.04524
-0.0740877	1.04382
-0.0767913	1.04222
-0.0793893	1.04045
-0.0818712	1.03853
-0.0842274	1.03645
-0.0864484	1.03423
-0.0885257	1.03187
-0.0904509	1.02939
-0.0922164	1.02679
-0.0938153	1.02409
-0.0952414	1.02129
-0.0964888	1.01841
-0.0975528	1.01545
-0.0984292	1.01243
-0.0991144	1.00937
-0.0996057	1.00627
-0.0999013	1.00314
-0.1	1
-0.0999013	0.99686
-0.0996057	0.993733
-0.0991144	0.990631
-0.0984292	0.987566
-0.0975528	0.984549
-0.0964888	0.981594
-0.0952414	0.978711
-0.0938153	0.975912
-0.0922164	0.973209
-0.0904508	0.970611
-0.0885257	0.968129
-0.0864484	0.965773
-0.0842274	0.963552
-0.0818712	0.961474
-0.0793893	0.959549
-0.0767913	0.957784
-0.0740877	0.956185
-0.071289	0.954759
-0.0684062	0.953511
-0.0654508	0.952447
-0.0624345	0.951571
-0.0593691	0.950886
-0.0562667	0.950394
-0.0531395	0.950099
-0.05	0.95
-0.0468605	0.950099
-0.0437333	0.950394
-0.0406309	0.950886
-0.0375655	0.951571
-0.0345491	0.952447
-0.0315938	0.953511
-0.028711	0.954759
-0.0259123	0.956185
-0.0232087	0.957784
-0.0206107	0.959549
-0.0181288	0.961474
-0.0157726	0.963552
-0.0135516	0.965773
-0.0114743	0.968129
-0.00954915	0.970611
-0.0077836	0.973209
-0.00618466	0.975912
-0.00475865	0.978711
-0.00351117	0.981594
-0.00244717	0.984549
-0.00157084	0.987566
-0.000885637	0.990631
-0.000394264	0.993733
-9.86633e-05	0.99686

